ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
612000284,Photo,Pileated Woodpecker,Dryocopus pileatus,,,Robin Hartley,2025-04-10,2025,4,10,1045,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Adult Female – 1,Carrying Food,,,,,,,,,,S9000000196,,,,,,,,,3620,,4.63,17,,,
612000285,Audio,American Goldfinch,Spinus tristis,,,Robin Hartley,2025-04-10,2025,4,10,820,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,,,,,,,,,,,,S9000000196,,,,,,,,,5000,,4.76,5,,,
612000286,Video,Downy Woodpecker,Dryobates pubescens,,,Robin Hartley,2025-04-14,2025,4,14,1230,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,,,,,,,,,,,,S9000000199,,,,,,,,,3550,,3.94,30,,,
612000287,Photo,Black-bellied Plover,Pluvialis squatarola,,,Robin Hartley,2025-04-19,2025,4,19,1615,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult Female – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000200,,,,,,,,,1850,,3.98,22,,,
612000288,Photo,Black-bellied Plover,Pluvialis squatarola,,,Robin Hartley,2025-04-19,2025,4,19,1240,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Immature – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000200,,,,,,,,,1850,,3.60,7,,,
612000289,Photo,Mallard,Anas platyrhynchos,,,Robin Hartley,2025-04-19,2025,4,19,800,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult Female – 1,Flying,,,,,,,,,,S9000000201,,,,,,,,,360,,4.54,13,,,
612000290,Photo,American Coot,Fulica americana,,,Robin Hartley,2025-04-19,2025,4,19,1120,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult – 1,,,,,,,,,,,S9000000201,,,,,,,,,1700,,3.02,18,,,
612000291,Photo,Belted Kingfisher,Megaceryle alcyon,,,Robin Hartley,2025-04-19,2025,4,19,640,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Juvenile – 1,,,,,,,,,,,S9000000201,,,,,,,,,3400,,4.70,14,,,
612000292,Photo,Black Vulture,Coragyps atratus,,,Robin Hartley,2025-04-25,2025,4,25,745,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Immature – 1,Feeding Young,,,,,,,,,,S9000000202,,,,,,,,,2950,,4.82,30,,,
612000293,Video,Cedar Waxwing,Bombycilla cedrorum,,,Robin Hartley,2025-04-25,2025,4,25,1600,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult – 1,,,,,,,,,,,S9000000203,,,,,,,,,4850,,3.39,29,,,
612000294,Photo,Blue-gray Gnatcatcher,Polioptila caerulea,,,Robin Hartley,2025-04-25,2025,4,25,1320,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Adult Female – 1,Foraging or Eating,,,,,,,,,,S9000000204,,,,,,,,,4500,,4.49,35,,,
612000295,Photo,Blue-gray Gnatcatcher,Polioptila caerulea,,,Robin Hartley,2025-04-25,2025,4,25,1440,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Adult – 1,"Preening, Scratching, or Bathing",,,,,,,,,,S9000000204,,,,,,,,,4500,,3.30,15,,,
612000296,Video,Mourning Dove,Zenaida macroura,,,Robin Hartley,2025-04-29,2025,4,29,1000,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Adult Female – 1; Immature – 1,Feeding Young,,,,,,,,,,S9000000205,,,,,,,,,1100,,3.44,22,,,
612000297,Audio,Northern Mockingbird,Mimus polyglottos,,,Robin Hartley,2025-05-02,2025,5,2,505,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult – 1,,,,,,,,,,,S9000000208,,,,,,,,,4790,,3.91,13,,,
612000298,Photo,Herring Gull,Larus argentatus,,,Robin Hartley,2025-05-02,2025,5,2,1705,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Unknown – 1; Immature – 1,,,,,,,,,,,S9000000208,,,,,,,,,2470,,4.66,27,,,
612000299,Photo,Common Raven,Corvus corax,,,Robin Hartley,2025-05-13,2025,5,13,1515,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Adult Female – 1,"Preening, Scratching, or Bathing",,,,,,,,,,S9000000211,,,,,,,,,4070,,3.91,30,,,
612000300,Photo,House Sparrow,Passer domesticus,,,Robin Hartley,2025-05-16,2025,5,16,1640,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,,,,,,,,,,,S9000000213,,,,,,,,,4900,,4.53,19,,,
612000301,Photo,House Sparrow,Passer domesticus,,,Robin Hartley,2025-05-16,2025,5,16,700,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Juvenile – 1,Feeding Young,,,,,,,,,,S9000000213,,,,,,,,,4900,,3.98,21,,,
612000302,Photo,Wood Thrush,Hylocichla mustelina,,,Robin Hartley,2025-05-22,2025,5,22,1800,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Juvenile – 1,Feeding Young,,,,,,,,,,S9000000215,,,,,,,,,4680,,4.84,37,,,
612000303,Photo,Yellow Warbler,Setophaga petechia,,,Robin Hartley,2025-05-22,2025,5,22,1020,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Immature – 1,,,,,,,,,,,S9000000215,,,,,,,,,5860,,3.41,18,,,
612000304,Photo,Black-and-white Warbler,Mniotilta varia,,,Robin Hartley,2025-05-22,2025,5,22,1220,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Immature – 1; Juvenile – 1,Nest Building,,,,,,,,,,S9000000216,,,,,,,,,5730,,4.52,13,,,
612000305,Photo,Red-tailed Hawk,Buteo jamaicensis,,,Robin Hartley,2025-05-22,2025,5,22,610,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1,,,,,,,,,,,S9000000216,,,,,,,,,3250,,4.75,33,,,
612000306,Audio,Red-tailed Hawk,Buteo jamaicensis,,,Robin Hartley,2025-05-22,2025,5,22,500,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1,,,,,,,,,,,S9000000216,,,,,,,,,3250,,3.65,18,,,
612000307,Video,White-crowned Sparrow,Zonotrichia leucophrys,,,Robin Hartley,2025-05-28,2025,5,28,1750,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult – 1,Nest Building; Foraging or Eating,,,,,,,,,,S9000000219,,,,,,,,,5190,,4.25,14,,,
612000308,Video,White-crowned Sparrow,Zonotrichia leucophrys,,,Robin Hartley,2025-05-28,2025,5,28,750,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Unknown – 1,,,,,,,,,,,S9000000219,,,,,,,,,5190,,3.43,5,,,
612000309,Audio,American Crow,Corvus brachyrhynchos,,,Robin Hartley,2025-06-01,2025,6,1,705,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,,,,,,,,,,,,S9000000220,,,,,,,,,4050,,3.87,26,,,
612000310,Photo,White-breasted Nuthatch,Sitta carolinensis,,,Robin Hartley,2025-06-06,2025,6,6,1105,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Immature – 1,,,,,,,,,,,S9000000221,,,,,,,,,4300,,3.95,6,,,
612000311,Audio,Yellow-billed Cuckoo,Coccyzus americanus,,,Robin Hartley,2025-06-06,2025,6,6,710,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,,,,,,,,,,,,S9000000221,,,,,,,,,1200,,4.40,15,,,
612000312,Photo,Yellow-billed Cuckoo,Coccyzus americanus,,,Robin Hartley,2025-06-06,2025,6,6,920,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Juvenile – 1,"Feeding Young; Courtship, Display, or Copulation",,,,,,,,,,S9000000221,,,,,,,,,1200,,3.21,34,,,
612000313,Photo,Red-winged Blackbird,Agelaius phoeniceus,,,Robin Hartley,2025-06-12,2025,6,12,615,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult Male – 1,Foraging or Eating,,,,,,,,,,S9000000224,,,,,,,,,5550,,3.35,7,,,
612000314,Photo,Common Grackle,Quiscalus quiscula,,,Robin Hartley,2025-06-12,2025,6,12,600,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult Female – 1,Feeding Young,,,,,,,,,,S9000000224,,,,,,,,,5600,,3.13,14,,,
612000315,Photo,Eastern Towhee,Pipilo erythrophthalmus,,,Robin Hartley,2025-06-15,2025,6,15,1310,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult – 1,,,,,,,,,,,S9000000225,,,,,,,,,5300,,4.17,27,,,
612000316,Video,Great Black-backed Gull,Larus marinus,,,Robin Hartley,2025-06-15,2025,6,15,1510,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult – 1,Flying,,,,,,,,,,S9000000225,,,,,,,,,2490,,4.31,22,,,
612000317,Photo,Yellow-billed Cuckoo,Coccyzus americanus,,,Robin Hartley,2025-06-20,2025,6,20,1045,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Juvenile – 1,,,,,,,,,,,S9000000226,,,,,,,,,1200,,3.28,5,,,
612000318,Photo,Barred Owl,Strix varia,,,Robin Hartley,2025-06-20,2025,6,20,1145,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,,Carrying Food,,,,,,,,,,S9000000227,,,,,,,,,3340,,4.32,33,,,
612000319,Photo,Hairy Woodpecker,Dryobates villosus,,,Robin Hartley,2025-06-26,2025,6,26,805,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult – 1,,,,,,,,,,,S9000000228,,,,,,,,,3570,,3.54,33,,,
612000320,Photo,Wood Thrush,Hylocichla mustelina,,,Robin Hartley,2025-06-26,2025,6,26,1050,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult – 1,,,,,,,,,,,S9000000228,,,,,,,,,4680,,3.48,35,,,
612000321,Photo,Ring-billed Gull,Larus delawarensis,,,Robin Hartley,2025-06-26,2025,6,26,1240,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult – 1,"Preening, Scratching, or Bathing",,,,,,,,,,S9000000228,,,,,,,,,2450,,4.98,35,,,
612000322,Photo,Ring-billed Gull,Larus delawarensis,,,Robin Hartley,2025-06-26,2025,6,26,745,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult – 1,,,,,,,,,,,S9000000228,,,,,,,,,2450,,4.14,11,,,
612000323,Audio,Brown Thrasher,Toxostoma rufum,,,Robin Hartley,2025-06-30,2025,6,30,815,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult – 1,,,,,,,,,,,S9000000229,,,,,,,,,4770,,3.69,33,,,
612000324,Photo,White-breasted Nuthatch,Sitta carolinensis,,,Robin Hartley,2025-07-11,2025,7,11,1845,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult Female – 1,Flying,,,,,,,,,,S9000000231,,,,,,,,,4300,,4.61,26,,,
612000325,Photo,Eastern Phoebe,Sayornis phoebe,,,Robin Hartley,2025-07-16,2025,7,16,1550,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,,,,,,,,,,,,S9000000232,,,,,,,,,3850,,3.35,20,,,
612000326,Photo,Rock Pigeon,Columba livia,,,Robin Hartley,2025-07-16,2025,7,16,1730,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Unknown – 1,,,,,,,,,,,S9000000232,,,,,,,,,1000,,3.84,11,,,
612000327,Video,American Robin,Turdus migratorius,,,Robin Hartley,2025-07-19,2025,7,19,940,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult Female – 1,Feeding Young; Carrying Food,,,,,,,,,,S9000000233,,,,,,,,,4700,,4.86,8,,,
612000328,Photo,Indigo Bunting,Passerina cyanea,,,Robin Hartley,2025-07-29,2025,7,29,650,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Adult – 1; Juvenile – 1,Feeding Young,,,,,,,,,,S9000000236,,,,,,,,,6200,,4.00,38,,,
612000329,Video,Eastern Towhee,Pipilo erythrophthalmus,,,Robin Hartley,2025-07-29,2025,7,29,1815,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Unknown – 1,,,,,,,,,,,S9000000237,,,,,,,,,5300,,3.96,2,,,
612000330,Audio,Glossy Ibis,Plegadis falcinellus,,,Robin Hartley,2025-07-29,2025,7,29,805,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Immature – 1,,,,,,,,,,,S9000000237,,,,,,,,,2900,,4.39,9,,,
612000331,Photo,Wood Duck,Aix sponsa,,,Robin Hartley,2025-07-29,2025,7,29,1320,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult Male – 1,,,,,,,,,,,S9000000238,,,,,,,,,312,,3.42,13,,,
612000332,Photo,Marsh Wren,Cistothorus palustris,,,Robin Hartley,2025-07-29,2025,7,29,1545,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Juvenile – 1,,,,,,,,,,,S9000000238,,,,,,,,,4470,,3.47,8,,,
612000333,Photo,Mute Swan,Cygnus olor,,,Robin Hartley,2025-07-29,2025,7,29,905,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,,,,,,,,,,,,S9000000238,,,,,,,,,278,,3.85,19,,,
612000334,Video,American Robin,Turdus migratorius,,,Robin Hartley,2025-08-07,2025,8,7,600,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Immature – 1,Nest Building,,,,,,,,,,S9000000240,,,,,,,,,4700,,3.24,25,,,
612000335,Video,Semipalmated Plover,Charadrius semipalmatus,,,Robin Hartley,2025-08-07,2025,8,7,1030,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Juvenile – 1,"Preening, Scratching, or Bathing",,,,,,,,,,S9000000242,,,,,,,,,1870,,3.66,3,,,
612000336,Photo,Least Sandpiper,Calidris minutilla,,,Robin Hartley,2025-08-09,2025,8,9,1240,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1,Carrying Food,,,,,,,,,,S9000000244,,,,,,,,,2070,,3.21,11,,,
612000337,Photo,European Starling,Sturnus vulgaris,,,Robin Hartley,2025-08-09,2025,8,9,1210,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1,,,,,,,,,,,S9000000244,,,,,,,,,4800,,3.71,5,,,
612000338,Photo,European Starling,Sturnus vulgaris,,,Robin Hartley,2025-08-09,2025,8,9,605,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult Female – 1,,,,,,,,,,,S9000000244,,,,,,,,,4800,,3.66,26,,,
612000339,Photo,Rock Pigeon,Columba livia,,,Robin Hartley,2025-08-09,2025,8,9,745,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult Female – 1,,,,,,,,,,,S9000000245,,,,,,,,,1000,,3.71,21,,,
612000340,Photo,Mallard,Anas platyrhynchos,,,Robin Hartley,2025-08-21,2025,8,21,620,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult – 1; Adult Male – 1,"Preening, Scratching, or Bathing",,,,,,,,,,S9000000249,,,,,,,,,360,,4.74,6,,,
612000341,Photo,Turkey Vulture,Cathartes aura,,,Robin Hartley,2025-08-25,2025,8,25,1705,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Unknown – 1,,,,,,,,,,,S9000000250,,,,,,,,,2960,,4.72,29,,,
612000342,Audio,Glossy Ibis,Plegadis falcinellus,,,Robin Hartley,2025-08-25,2025,8,25,810,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,,,,,,,,,,,,S9000000250,,,,,,,,,2900,,4.06,40,,,
612000343,Photo,Eastern Wood-Pewee,Contopus virens,,,Robin Hartley,2025-08-25,2025,8,25,905,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Immature – 1; Adult Male – 1,,,,,,,,,,,S9000000250,,,,,,,,,3800,,4.83,11,,,
612000344,Photo,Wood Thrush,Hylocichla mustelina,,,Robin Hartley,2025-08-25,2025,8,25,1220,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult Male – 1,Flying; Foraging or Eating,,,,,,,,,,S9000000250,,,,,,,,,4680,,4.51,2,,,
612000345,Photo,Rock Pigeon,Columba livia,,,Robin Hartley,2025-08-25,2025,8,25,750,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult Female – 1,Carrying Food,,,,,,,,,,S9000000250,,,,,,,,,1000,,4.10,29,,,
612000346,Photo,Belted Kingfisher,Megaceryle alcyon,,,Robin Hartley,2025-08-25,2025,8,25,1520,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Unknown – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000251,,,,,,,,,3400,,4.43,18,,,
612000347,Video,Belted Kingfisher,Megaceryle alcyon,,,Robin Hartley,2025-08-25,2025,8,25,1115,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult Male – 1,,,,,,,,,,,S9000000251,,,,,,,,,3400,,3.41,29,,,
612000348,Photo,Black-crowned Night-Heron,Nycticorax nycticorax,,,Robin Hartley,2025-08-29,2025,8,29,1505,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Unknown – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000252,,,,,,,,,2880,,3.12,12,,,
612000349,Photo,Boat-tailed Grackle,Quiscalus major,,,Robin Hartley,2025-08-29,2025,8,29,1150,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult – 1; Adult Male – 1,,,,,,,,,,,S9000000252,,,,,,,,,5620,,3.07,28,,,
612000350,Photo,Rock Pigeon,Columba livia,,,Robin Hartley,2025-09-02,2025,9,2,1645,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Unknown – 1; Immature – 1,Feeding Young; Carrying Food,,,,,,,,,,S9000000256,,,,,,,,,1000,,4.49,24,,,
612000351,Photo,Savannah Sparrow,Passerculus sandwichensis,,,Robin Hartley,2025-09-06,2025,9,6,905,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Adult – 1,,,,,,,,,,,S9000000257,,,,,,,,,5210,,4.25,22,,,
612000352,Photo,Savannah Sparrow,Passerculus sandwichensis,,,Robin Hartley,2025-09-06,2025,9,6,720,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Adult – 1,,,,,,,,,,,S9000000257,,,,,,,,,5210,,3.27,4,,,
612000353,Photo,Great Black-backed Gull,Larus marinus,,,Robin Hartley,2025-09-08,2025,9,8,1310,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult – 1; Immature – 1,,,,,,,,,,,S9000000259,,,,,,,,,2490,,4.81,4,,,
612000354,Photo,Tufted Titmouse,Baeolophus bicolor,,,Robin Hartley,2025-09-08,2025,9,8,1450,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult – 1,,,,,,,,,,,S9000000259,,,,,,,,,4250,,3.82,19,,,
612000355,Photo,Red-shouldered Hawk,Buteo lineatus,,,Robin Hartley,2025-09-08,2025,9,8,1420,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,,,,,,,,,,,,S9000000259,,,,,,,,,3200,,4.62,32,,,
612000356,Photo,Chimney Swift,Chaetura pelagica,,,Robin Hartley,2025-09-08,2025,9,8,745,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,,Carrying Food,,,,,,,,,,S9000000260,,,,,,,,,1400,,3.76,34,,,
612000357,Video,Tree Swallow,Tachycineta bicolor,,,Robin Hartley,2025-09-12,2025,9,12,1340,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,"Courtship, Display, or Copulation; Foraging or Eating",,,,,,,,,,S9000000261,,,,,,,,,4100,,4.04,27,,,
612000358,Photo,Pine Warbler,Setophaga pinus,,,Robin Hartley,2025-09-15,2025,9,15,810,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Immature – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000262,,,,,,,,,5940,,3.15,33,,,
612000359,Audio,Eastern Wood-Pewee,Contopus virens,,,Robin Hartley,2025-09-15,2025,9,15,705,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1,Call,,,,,,,,,,S9000000262,,,,,,,,,3800,,4.42,19,,,
612000360,Photo,Ruddy Turnstone,Arenaria interpres,,,Robin Hartley,2025-09-15,2025,9,15,710,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Adult Female – 1,,,,,,,,,,,S9000000263,,,,,,,,,1950,,4.82,12,,,
612000361,Photo,Lesser Yellowlegs,Tringa flavipes,,,Robin Hartley,2025-09-19,2025,9,19,720,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Adult Female – 1,,,,,,,,,,,S9000000266,,,,,,,,,2270,,4.27,15,,,
612000362,Photo,Tree Swallow,Tachycineta bicolor,,,Robin Hartley,2025-09-21,2025,9,21,1810,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,,"Carrying Food; Courtship, Display, or Copulation",,,,,,,,,,S9000000267,,,,,,,,,4100,,4.76,4,,,
612000363,Photo,Cooper’s Hawk,Astur cooperii,,,Robin Hartley,2025-09-21,2025,9,21,1530,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult – 1,,,,,,,,,,,S9000000267,,,,,,,,,3100,,3.12,5,,,
612000364,Photo,Cooper’s Hawk,Astur cooperii,,,Robin Hartley,2025-09-21,2025,9,21,1405,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult – 1,,,,,,,,,,,S9000000267,,,,,,,,,3100,,3.86,30,,,
612000365,Video,Chimney Swift,Chaetura pelagica,,,Robin Hartley,2025-09-25,2025,9,25,1845,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Unknown – 1,,,,,,,,,,,S9000000268,,,,,,,,,1400,,4.37,37,,,
612000366,Photo,Herring Gull,Larus argentatus,,,Robin Hartley,2025-09-25,2025,9,25,1600,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1,,,,,,,,,,,S9000000268,,,,,,,,,2470,,3.26,6,,,
612000367,Photo,Mallard,Anas platyrhynchos,,,Robin Hartley,2025-09-25,2025,9,25,1610,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1,Feeding Young,,,,,,,,,,S9000000268,,,,,,,,,360,,4.04,37,,,
612000368,Video,Carolina Wren,Thryothorus ludovicianus,,,Robin Hartley,2025-09-25,2025,9,25,1715,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Juvenile – 1,,,,,,,,,,,S9000000269,,,,,,,,,4450,,3.08,27,,,
612000369,Photo,House Wren,Troglodytes aedon,,,Robin Hartley,2025-09-25,2025,9,25,640,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Unknown – 1,"Preening, Scratching, or Bathing",,,,,,,,,,S9000000269,,,,,,,,,4400,,4.84,12,,,
612000370,Photo,House Wren,Troglodytes aedon,,,Robin Hartley,2025-09-25,2025,9,25,905,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,,,,,,,,,,,S9000000269,,,,,,,,,4400,,3.28,24,,,
612000371,Video,Hairy Woodpecker,Dryobates villosus,,,Robin Hartley,2025-09-25,2025,9,25,1250,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Unknown – 1,Foraging or Eating,,,,,,,,,,S9000000269,,,,,,,,,3570,,4.81,3,,,
612000372,Photo,Osprey,Pandion haliaetus,,,Robin Hartley,2025-09-25,2025,9,25,730,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,"Carrying Food; Preening, Scratching, or Bathing",,,,,,,,,,S9000000270,,,,,,,,,3000,,4.64,38,,,
612000373,Photo,Osprey,Pandion haliaetus,,,Robin Hartley,2025-09-25,2025,9,25,915,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult Female – 1,Nest Building,,,,,,,,,,S9000000270,,,,,,,,,3000,,4.60,38,,,
612000374,Photo,Northern Harrier,Circus hudsonius,,,Robin Hartley,2025-09-25,2025,9,25,1015,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,,,,,,,,,,,,S9000000270,,,,,,,,,3050,,3.18,39,,,
612000375,Audio,Rock Pigeon,Columba livia,,,Robin Hartley,2025-10-03,2025,10,3,750,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Adult Female – 1,Vocalizing,,,,,,,,,,S9000000273,,,,,,,,,1000,,3.88,36,,,
612000376,Photo,Rock Pigeon,Columba livia,,,Robin Hartley,2025-10-03,2025,10,3,820,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Adult – 1,Flying,,,,,,,,,,S9000000273,,,,,,,,,1000,,3.63,20,,,
612000377,Video,Mourning Dove,Zenaida macroura,,,Robin Hartley,2025-10-08,2025,10,8,745,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult Female – 1,,,,,,,,,,,S9000000276,,,,,,,,,1100,,4.37,14,,,
